1;8
1;16
2;2
2;3
2;6
2;7
2;9
2;11
2;12
2;8
2;1
2;4
2;10
3;1
3;4
3;8
3;10
3;11
3;12
3;13
3;14
3;15
4;1
5;4
5;5
